Model,Variable,Estimate,Std. Error,t value,Pr(>|t|),Confidence Interval (lower bound): 2.5%,Confidence Interval (upper bound): 97.5%
nm_hor_lbw_2014to2018,black,0.10104711,0.014748162,6.851505313,1.15E-11,0.072141244,0.129952977
nm_hor_lbw_2014to2018,drug_death_per_100000,0.000130128,0.000653657,0.199077079,0.842235008,-0.001151017,0.001411273
nm_hor_lbw_2014to2018,fertilizer_per_sqr_mile,-0.003736969,0.001713724,-2.180612508,0.029399086,-0.007095807,-0.000378131
nm_hor_lbw_2014to2018,herbicide_per_sqr_mile,-0.000224273,0.001422191,-0.157695598,0.874722282,-0.003011717,0.002563171
nm_hor_lbw_2014to2018,hispanic,0.007109615,0.00467952,1.519304286,0.128940225,-0.002062076,0.016281307
nm_hor_lbw_2014to2018,hs,-0.016524754,0.01291232,-1.279766502,0.200866074,-0.041832436,0.008782927
nm_hor_lbw_2014to2018,insecticide_per_sqr_mile,0.000763687,0.001112758,0.686301002,0.492651313,-0.001417278,0.002944652
nm_hor_lbw_2014to2018,insured,0.032167735,0.011579796,2.777919027,0.005553112,0.009471752,0.054863718
nm_hor_lbw_2014to2018,marital,-0.0012204,0.011003608,-0.11090906,0.911706366,-0.022787076,0.020346276
nm_hor_lbw_2014to2018,maternal_care_code,-0.170648678,0.095349438,-1.789718771,0.073742492,-0.357530142,0.016232785
nm_hor_lbw_2014to2018,multiracial,0.015808696,0.027350894,0.57799561,0.563371775,-0.03779807,0.069415463
nm_hor_lbw_2014to2018,native,0.010872877,0.015640884,0.695157437,0.487086571,-0.019782693,0.041528447
nm_hor_lbw_2014to2018,pacific,0.239638127,0.131325185,1.824769006,0.06827582,-0.017754505,0.497030759
nm_hor_lbw_2014to2018,pop_per_sqr_mile,0.002724136,0.00124626,2.185848273,0.029012762,0.000281511,0.005166761
nm_hor_lbw_2014to2018,poverty,0.078935534,0.011566476,6.824510292,1.38E-11,0.056265658,0.10160541
nm_hor_lbw_2014to2018,white,0.022459557,0.013585781,1.653166439,0.098549514,-0.004168084,0.049087197
nm_est_lbw_2014to2018,acres_ag_land_per_sqr_mile,0.00146428,0.000419491,3.49060911,0.000498799,0.000642092,0.002286468
nm_est_lbw_2014to2018,all_est_wells_2014to2018,1.197411166,1.178192097,1.016312339,0.30967845,-1.111802911,3.506625242
nm_est_lbw_2014to2018,asian,-0.02515691,0.036324635,-0.692557815,0.488716452,-0.096351886,0.046038067
nm_est_lbw_2014to2018,ba,-0.012357033,0.0088795,-1.391636043,0.164281618,-0.029760533,0.005046468
nm_est_lbw_2014to2018,black,0.099449643,0.014652216,6.787344939,1.76E-11,0.070731828,0.128167458
nm_est_lbw_2014to2018,drug_death_per_100000,0.000133119,0.000654951,0.203249652,0.838973172,-0.001150562,0.001416799
nm_est_lbw_2014to2018,fertilizer_per_sqr_mile,-0.003765585,0.001715789,-2.194666512,0.02837199,-0.00712847,-0.0004027
nm_est_lbw_2014to2018,herbicide_per_sqr_mile,-0.000205881,0.001423315,-0.144648985,0.885011469,-0.002995526,0.002583764
nm_est_lbw_2014to2018,hispanic,0.007180936,0.004680158,1.534336253,0.125201428,-0.001992005,0.016353877
nm_est_lbw_2014to2018,hs,-0.0161961,0.012910633,-1.25447756,0.209904314,-0.041500476,0.009108276
nm_est_lbw_2014to2018,insecticide_per_sqr_mile,0.00076378,0.001113443,0.685962524,0.492864663,-0.001418528,0.002946088
nm_est_lbw_2014to2018,insured,0.031859753,0.011577524,2.751862348,0.006011884,0.009168222,0.054551283
nm_est_lbw_2014to2018,marital,-0.001259847,0.011006999,-0.114458677,0.908892687,-0.022833167,0.020313474
nm_est_lbw_2014to2018,maternal_care_code,-0.170777469,0.095418488,-1.789773363,0.073733706,-0.35779427,0.016239332
nm_est_lbw_2014to2018,multiracial,0.014644897,0.027326661,0.535919733,0.592109908,-0.038914375,0.068204169
nm_est_lbw_2014to2018,native,0.009203432,0.01554003,0.592240302,0.553797396,-0.021254467,0.03966133
nm_est_lbw_2014to2018,pacific,0.236466551,0.131311835,1.80080151,0.071976488,-0.020899917,0.493833019
nm_est_lbw_2014to2018,pop_per_sqr_mile,0.002702801,0.00124638,2.168520364,0.030308281,0.000259941,0.005145662
nm_est_lbw_2014to2018,poverty,0.078691897,0.011566299,6.803550167,1.58E-11,0.056022367,0.101361426
nm_est_lbw_2014to2018,white,0.020809452,0.01346741,1.545171087,0.122559429,-0.005586186,0.047205091
nm_test_lbw_2014to2018,acres_ag_land_per_sqr_mile,0.001465827,0.000419701,3.492546835,0.000495229,0.000643227,0.002288426
nm_test_lbw_2014to2018,all_test_wells_2014to2018,0.946310793,0.962226445,0.983459557,0.325572694,-0.939618384,2.83223997
nm_test_lbw_2014to2018,asian,-0.025315171,0.036323753,-0.696931599,0.485975917,-0.096508419,0.045878076
nm_test_lbw_2014to2018,ba,-0.012072336,0.008901106,-1.356273628,0.175258426,-0.029518183,0.005373512
nm_test_lbw_2014to2018,black,0.099477362,0.014686753,6.773271185,1.94E-11,0.070691855,0.12826287
nm_test_lbw_2014to2018,drug_death_per_100000,0.000116528,0.000653872,0.17821295,0.858584779,-0.001165037,0.001398093
nm_test_lbw_2014to2018,fertilizer_per_sqr_mile,-0.003662695,0.001713782,-2.137199934,0.032776437,-0.007021647,-0.000303744
nm_test_lbw_2014to2018,herbicide_per_sqr_mile,-0.000272624,0.001422479,-0.19165447,0.848044175,-0.003060631,0.002515383
nm_test_lbw_2014to2018,hispanic,0.00718591,0.004680258,1.535366124,0.124948406,-0.001987228,0.016359048
nm_test_lbw_2014to2018,hs,-0.016393089,0.012923253,-1.268495571,0.204858543,-0.0417222,0.008936021
nm_test_lbw_2014to2018,insecticide_per_sqr_mile,0.000748495,0.001113004,0.672499727,0.501390603,-0.001432953,0.002929943
nm_test_lbw_2014to2018,insured,0.032023475,0.011586661,2.763822613,0.005797218,0.009314037,0.054732912
nm_test_lbw_2014to2018,marital,-0.001179069,0.011009077,-0.107099736,0.91472714,-0.022756464,0.020398326
nm_test_lbw_2014to2018,maternal_care_code,-0.172810081,0.095348637,-1.812402216,0.070165254,-0.359689976,0.014069814
nm_test_lbw_2014to2018,multiracial,0.015440326,0.027411109,0.563287176,0.573340942,-0.038284461,0.069165113
nm_test_lbw_2014to2018,native,0.009218165,0.015571011,0.592008156,0.553952788,-0.021300455,0.039736786
nm_test_lbw_2014to2018,pacific,0.236071854,0.131306393,1.797870221,0.072440173,-0.021283947,0.493427655
nm_test_lbw_2014to2018,pop_per_sqr_mile,0.002708521,0.001246547,2.172818537,0.029982373,0.000265333,0.00515171
nm_test_lbw_2014to2018,poverty,0.078813943,0.011571146,6.811248015,1.50E-11,0.056134914,0.101492972
nm_test_lbw_2014to2018,white,0.020803312,0.013494795,1.541580477,0.123430099,-0.005646,0.047252624
